"Analysis","Analysis_levels","TimeofManipulation","Prediction","Outcome","Suboutcome","OutlierRemove","N","j","n","k","Hedgesg","CI","z","p","Q","tau2.studylevel","tau2.outcomelevel","I2","Q.pval"
"FocalAnalysis_Step2_Individual_technique","Memorize numbers + thought suppression","Immediate post","All","Intrusion-related distress",NA,"no","200","2","2","2","0.00134600939347661"," [-0.83, 0.83]","0.00317943991265207","0.997463178255749","3.82645558305772","0.132461841001494","0.132461840977161","73.8661542569697","0.0504495106158517"
"FocalAnalysis_Step2_Individual_technique","Memory test","Immediate post","All","Intrusion-related distress",NA,"no","52","1","1","2","0.212488218503944"," [-0.08, 0.51]","1.40539234551187","0.159904641642589","0.0665524945319336","0","0.00000000000446825027092302","0.00000000977307583220984","0.796424116416576"
"FocalAnalysis_Step2_Individual_technique","Mindfulness vs. Muscle relaxation","Immediate post","All","Intrusion-related distress",NA,"no","60","1","1","3","0.14372037884814"," [-0.17, 0.46]","0.892896693997705","0.371912497714253","2.03705679500388","0","0.00153918517097276","1.98029763295465","0.361125983234136"
"FocalAnalysis_Step2_Individual_technique","Number counting","Immediate post","All","Intrusion-related distress",NA,"no","41","1","1","2","0.250056228477634"," [-0.51, 1.01]","0.644541276430403","0.519224500607049","1.50111413568704","0","0.100490924892906","33.3828140977083","0.220500013506917"
"FocalAnalysis_Step2_Individual_technique","Oxytocin","Immediate post","All","Intrusion-related distress",NA,"no","202","1","1","1","-0.08503"," [-0.36, 0.19]","-0.604013875","0.545834417",NA,NA,NA,NA,NA
"FocalAnalysis_Step2_Individual_technique","Past vs. Now verbal training","Immediate post","All","Intrusion-related distress",NA,"no","96","1","1","1","-0.02213"," [-0.31, 0.26]","-0.153308858","0.878154716",NA,NA,NA,NA,NA
"FocalAnalysis_Step2_Individual_technique","Positive vs. Negative cbm training","Immediate post","All","Intrusion-related distress",NA,"no","341","3","3","4","-0.0868634369608965"," [-0.30, 0.13]","-0.800749103792628","0.423276909149497","1.40580764805497","0.000000000000317393905085546","0.0000000000060998843858477","0.0000000135999277425258","0.704173952612039"
"FocalAnalysis_Step2_Individual_technique","Propranolol","Immediate post","All","Intrusion-related distress",NA,"no","88","1","1","1","0.77255"," [0.21, 1.34]","2.679637856","0.007370185",NA,NA,NA,NA,NA
"FocalAnalysis_Step2_Individual_technique","Prosocial behavior","Immediate post","All","Intrusion-related distress",NA,"no","180","1","2","2","0.352672026143793"," [0.06, 0.65]","2.34762977890406","0.018893290025405","0.00964052287581696","0.00000000000252523663691135","0.00000000000252523663691133","0.0000000111897048260941","0.921784468600976"
"FocalAnalysis_Step2_Individual_technique","Sad induction","Immediate post","All","Intrusion-related distress",NA,"no","81","1","1","2","0.0321318009154927"," [-0.34, 0.41]","0.167972966666898","0.86660454635544","0.703011603470657","0","0.0000000000015886501701368","0.00000000217073193974492","0.401773598412344"
"FocalAnalysis_Step2_Individual_technique","Self efficacy","Immediate post","All","Intrusion-related distress",NA,"no","74","1","1","2","0.0406102059047739"," [-0.36, 0.44]","0.197662115750138","0.843309432097402","0.213664285545234","0","0.00000000000572251406040487","0.00000000677180528964837","0.643910409694804"
"FocalAnalysis_Step2_Individual_technique","Sleep","Immediate post","All","Intrusion-related distress",NA,"no","367","6","6","6","0.118137763508342"," [-0.10, 0.34]","1.06619721590247","0.286334500441","5.87072867974615","0.00305770378821617","0.0030577037871425","8.22983196097885","0.319001532937591"
"FocalAnalysis_Step2_Individual_technique","Social comparison","Immediate post","All","Intrusion-related distress",NA,"no","120","1","1","3","0.360876914558655"," [0.07, 0.66]","2.39881594571614","0.0164481799395478","0.766228289705721","0","0.00000000000519071744899022","0.00000000764449120490501","0.681735078294441"
"FocalAnalysis_Step2_Individual_technique","Tetris","Immediate post","All","Intrusion-related distress",NA,"no","71","1","1","1","-0.22435"," [-0.80, 0.35]","-0.766459717","0.443402812",NA,NA,NA,NA,NA
"FocalAnalysis_Step2_Individual_technique","Therapy dog interaction","Immediate post","All","Intrusion-related distress",NA,"no","60","1","1","1","0.22849"," [-0.39, 0.85]","0.720208567","0.47139659",NA,NA,NA,NA,NA
"FocalAnalysis_Step2_Individual_technique","Thought suppression","Immediate post","All","Intrusion-related distress",NA,"no","200","2","2","2","-0.223494657602768"," [-0.82, 0.38]","-0.729525697045095","0.465680154755182","2.0121699022018","0.047349308037617","0.0473493080426071","50.3024074286562","0.156041995045676"
"FocalAnalysis_Step2_Individual_technique","Trauma re-exposure","Immediate post","All","Intrusion-related distress",NA,"no","115","1","1","1","-0.04825"," [-0.49, 0.40]","-0.212755394","0.831517758",NA,NA,NA,NA,NA
"FocalAnalysis_Step2_Individual_technique","Trauma re-exposure + verbal update","Immediate post","All","Intrusion-related distress",NA,"no","115","1","1","1","0.15152"," [-0.30, 0.61]","0.650758081","0.515202664",NA,NA,NA,NA,NA
"FocalAnalysis_Step2_Individual_technique","Trauma reminder +  visual stimulation imagery","Immediate post","All","Intrusion-related distress",NA,"no","114","1","1","1","-0.32057"," [-0.78, 0.14]","-1.379159947","0.167845444",NA,NA,NA,NA,NA
"FocalAnalysis_Step2_Individual_technique","Trauma reminder + d-corsi vs. Trauma reminder","Immediate post","All","Intrusion-related distress",NA,"no","107","1","1","1","0.13008"," [-0.35, 0.61]","0.535755328","0.59212766",NA,NA,NA,NA,NA
"FocalAnalysis_Step2_Individual_technique","Trauma reminder + tetris vs. Trauma reminder","Immediate post","All","Intrusion-related distress",NA,"no","167","2","2","2","0.272278088566183"," [-0.08, 0.62]","1.51784997161705","0.129052224223021","0.959450039482852","0.00000000000224541938591967","0.00000000000224541938591967","0.00000000695337736552925","0.327325478845811"
"FocalAnalysis_Step2_Individual_technique","Ve allocentric recognition memory task","Immediate post","All","Intrusion-related distress",NA,"no","45","1","1","1","-0.34433"," [-1.07, 0.38]","-0.936070769","0.349236752",NA,NA,NA,NA,NA
"FocalAnalysis_Step2_Individual_technique","Ve egocentric recognition memory task","Immediate post","All","Intrusion-related distress",NA,"no","45","1","1","1","0.3428"," [-0.38, 1.06]","0.931970639","0.351351699",NA,NA,NA,NA,NA
"FocalAnalysis_Step2_Individual_technique","Visual stimulation","Immediate post","All","Intrusion-related distress",NA,"no","120","1","1","2","-0.096290945769877"," [-0.50, 0.31]","-0.465321677918697","0.641701112988208","1.70165286012319","0","0.0353142144101298","41.2336252406011","0.192071960851368"
"FocalAnalysis_Step2_Individual_technique","Visual stimulation imagery","Immediate post","All","Intrusion-related distress",NA,"no","114","1","1","1","-0.23419"," [-0.69, 0.22]","-1.016986885","0.309159669",NA,NA,NA,NA,NA
"FocalAnalysis_Step2_Individual_technique","Writing-based rescripting","Immediate post","All","Intrusion-related distress",NA,"no","119","1","1","1","0.54555"," [0.04, 1.05]","2.108947737","0.034949093",NA,NA,NA,NA,NA
"FocalAnalysis_Step2_Individual_technique","Block rehearsal + thought suppression","Immediate post","All","Intrusion-related distress",NA,"yes","120","1","1","1","0.16679"," [-0.40, 0.73]","0.576767436","0.56409657",NA,NA,NA,NA,NA
"FocalAnalysis_Step2_Individual_technique","Clay modeling","Immediate post","All","Intrusion-related distress",NA,"yes","41","1","1","1","-0.11839"," [-1.00, 0.76]","-0.264492215","0.791400663",NA,NA,NA,NA,NA
"FocalAnalysis_Step2_Individual_technique","Concrete processing","Immediate post","All","Intrusion-related distress",NA,"yes","83","1","1","2","-0.247872807399393"," [-0.62, 0.13]","-1.29288444807375","0.196051027088813","0.61191513601741","0","0.00000000000244059902719559","0.00000000331963959074343","0.434067637500021"
"FocalAnalysis_Step2_Individual_technique","Concrete processing vs. Film-related rumination","Immediate post","All","Intrusion-related distress",NA,"yes","83","1","1","2","0.0750470122334929"," [-0.30, 0.45]","0.396844032901465","0.69148247763406","0.137054179657462","0","0.00000000000618815122097939","0.0000000086517318705963","0.711227298518095"
"FocalAnalysis_Step2_Individual_technique","Dog interaction film","Immediate post","All","Intrusion-related distress",NA,"yes","60","1","1","1","0.40112"," [-0.22, 1.03]","1.255896511","0.209153494",NA,NA,NA,NA,NA
"FocalAnalysis_Step2_Individual_technique","Exercise","Immediate post","All","Intrusion-related distress",NA,"yes","71","1","1","1","-0.07221"," [-0.64, 0.50]","-0.247395682","0.804602015",NA,NA,NA,NA,NA
"FocalAnalysis_Step2_Individual_technique","Extinction","Immediate post","All","Intrusion-related distress",NA,"yes","84","1","1","1","0.17862"," [-0.28, 0.64]","0.755515891","0.449939501",NA,NA,NA,NA,NA
"FocalAnalysis_Step2_Individual_technique","Film-related rumination","Immediate post","All","Intrusion-related distress",NA,"yes","199","2","3","12","-0.136487760477462"," [-0.30, 0.03]","-1.60817829875372","0.107796134599738","9.5495372935096","0.00347450655283319","0.0000000000023139688900002","4.70148145433629","0.57130238712073"
"FocalAnalysis_Step2_Individual_technique","Hydrocortisone","Immediate post","All","Intrusion-related distress",NA,"yes","88","1","1","1","0.27399"," [-0.27, 0.82]","0.991115829","0.321629025",NA,NA,NA,NA,NA
"FocalAnalysis_Step2_Individual_technique","Hyperventilation provocation + thought suppression","Immediate post","All","Intrusion-related distress",NA,"yes","120","1","1","1","-0.19314"," [-0.76, 0.37]","-0.667518691","0.504440874",NA,NA,NA,NA,NA
"FocalAnalysis_Step2_Individual_technique","Imagery re-experience","Immediate post","All","Intrusion-related distress",NA,"yes","319","3","3","3","0.369085249952305"," [-0.03, 0.76]","1.83015850749494","0.0672262402507145","2.89522081232265","0.019911414008894","0.0199114132911083","32.5797211780659","0.235131486059519"
"FocalAnalysis_Step2_Individual_technique","Imagery re-experience + eye movement","Immediate post","All","Intrusion-related distress",NA,"yes","174","1","2","2","-0.189251658372255"," [-0.61, 0.23]","-0.888792590409253","0.374114558764077","0.00014003087100331","0.000000187310349661696","0.000000187310349661696","0.000413031038614804","0.990558482099003"
"FocalAnalysis_Step2_Individual_technique","Imagery re-experience + number counting","Immediate post","All","Intrusion-related distress",NA,"yes","174","1","2","2","-0.204496688401824"," [-0.63, 0.22]","-0.948783387239967","0.342730792824225","0.0592966803848209","0.00000000000107695229500627","0.00000000000107695229500627","0.00000000230241003737355","0.807611038683958"
"FocalAnalysis_Step2_Individual_technique","Imagery rescripting","Immediate post","All","Intrusion-related distress",NA,"yes","219","2","2","3","0.40422441223071"," [0.09, 0.72]","2.52818040807462","0.0114655419332066","0.53311265612633","0.00000000000242567636853911","0.000000000000584479014190344","0.00000000390945982083216","0.766012854490496"
"FocalAnalysis_Step2_Individual_technique","Imagery trauma elaboration","Immediate post","All","Intrusion-related distress",NA,"yes","106","1","1","1","0.14657"," [-0.23, 0.53]","0.75349503","0.451152497",NA,NA,NA,NA,NA
"FocalAnalysis_Step2_Individual_technique","Memorize numbers","Immediate post","All","Intrusion-related distress",NA,"yes","80","1","1","1","-0.06921"," [-0.69, 0.55]","-0.218809076","0.826798777",NA,NA,NA,NA,NA
"FocalAnalysis_Step2_Individual_technique","Memorize numbers + thought suppression","Immediate post","All","Intrusion-related distress",NA,"yes","200","2","2","2","0.00134600939347661"," [-0.83, 0.83]","0.00317943991265207","0.997463178255749","3.82645558305772","0.132461841001494","0.132461840977161","73.8661542569697","0.0504495106158517"
"FocalAnalysis_Step2_Individual_technique","Memory test","Immediate post","All","Intrusion-related distress",NA,"yes","52","1","1","2","0.212488218503944"," [-0.08, 0.51]","1.40539234551187","0.159904641642589","0.0665524945319336","0","0.00000000000446825027092302","0.00000000977307583220984","0.796424116416576"
"FocalAnalysis_Step2_Individual_technique","Mindfulness vs. Muscle relaxation","Immediate post","All","Intrusion-related distress",NA,"yes","60","1","1","3","0.14372037884814"," [-0.17, 0.46]","0.892896693997705","0.371912497714253","2.03705679500388","0","0.00153918517097276","1.98029763295465","0.361125983234136"
"FocalAnalysis_Step2_Individual_technique","Number counting","Immediate post","All","Intrusion-related distress",NA,"yes","41","1","1","2","0.250056228477634"," [-0.51, 1.01]","0.644541276430403","0.519224500607049","1.50111413568704","0","0.100490924892906","33.3828140977083","0.220500013506917"
"FocalAnalysis_Step2_Individual_technique","Oxytocin","Immediate post","All","Intrusion-related distress",NA,"yes","202","1","1","1","-0.08503"," [-0.36, 0.19]","-0.604013875","0.545834417",NA,NA,NA,NA,NA
"FocalAnalysis_Step2_Individual_technique","Past vs. Now verbal training","Immediate post","All","Intrusion-related distress",NA,"yes","96","1","1","1","-0.02213"," [-0.31, 0.26]","-0.153308858","0.878154716",NA,NA,NA,NA,NA
"FocalAnalysis_Step2_Individual_technique","Positive vs. Negative cbm training","Immediate post","All","Intrusion-related distress",NA,"yes","341","3","3","4","-0.0868634369608965"," [-0.30, 0.13]","-0.800749103792628","0.423276909149497","1.40580764805497","0.000000000000317393905085546","0.0000000000060998843858477","0.0000000135999277425258","0.704173952612039"
"FocalAnalysis_Step2_Individual_technique","Prosocial behavior","Immediate post","All","Intrusion-related distress",NA,"yes","180","1","2","2","0.352672026143793"," [0.06, 0.65]","2.34762977890406","0.018893290025405","0.00964052287581696","0.00000000000252523663691135","0.00000000000252523663691133","0.0000000111897048260941","0.921784468600976"
"FocalAnalysis_Step2_Individual_technique","Sad induction","Immediate post","All","Intrusion-related distress",NA,"yes","81","1","1","2","0.0321318009154927"," [-0.34, 0.41]","0.167972966666898","0.86660454635544","0.703011603470657","0","0.0000000000015886501701368","0.00000000217073193974492","0.401773598412344"
"FocalAnalysis_Step2_Individual_technique","Self efficacy","Immediate post","All","Intrusion-related distress",NA,"yes","74","1","1","2","0.0406102059047739"," [-0.36, 0.44]","0.197662115750138","0.843309432097402","0.213664285545234","0","0.00000000000572251406040487","0.00000000677180528964837","0.643910409694804"
"FocalAnalysis_Step2_Individual_technique","Sleep","Immediate post","All","Intrusion-related distress",NA,"yes","367","6","6","6","0.118137763508342"," [-0.10, 0.34]","1.06619721590247","0.286334500441","5.87072867974615","0.00305770378821617","0.0030577037871425","8.22983196097885","0.319001532937591"
"FocalAnalysis_Step2_Individual_technique","Social comparison","Immediate post","All","Intrusion-related distress",NA,"yes","120","1","1","3","0.360876914558655"," [0.07, 0.66]","2.39881594571614","0.0164481799395478","0.766228289705721","0","0.00000000000519071744899022","0.00000000764449120490501","0.681735078294441"
"FocalAnalysis_Step2_Individual_technique","Tetris","Immediate post","All","Intrusion-related distress",NA,"yes","71","1","1","1","-0.22435"," [-0.80, 0.35]","-0.766459717","0.443402812",NA,NA,NA,NA,NA
"FocalAnalysis_Step2_Individual_technique","Therapy dog interaction","Immediate post","All","Intrusion-related distress",NA,"yes","60","1","1","1","0.22849"," [-0.39, 0.85]","0.720208567","0.47139659",NA,NA,NA,NA,NA
"FocalAnalysis_Step2_Individual_technique","Thought suppression","Immediate post","All","Intrusion-related distress",NA,"yes","200","2","2","2","-0.223494657602768"," [-0.82, 0.38]","-0.729525697045095","0.465680154755182","2.0121699022018","0.047349308037617","0.0473493080426071","50.3024074286562","0.156041995045676"
"FocalAnalysis_Step2_Individual_technique","Trauma re-exposure","Immediate post","All","Intrusion-related distress",NA,"yes","115","1","1","1","-0.04825"," [-0.49, 0.40]","-0.212755394","0.831517758",NA,NA,NA,NA,NA
"FocalAnalysis_Step2_Individual_technique","Trauma re-exposure + verbal update","Immediate post","All","Intrusion-related distress",NA,"yes","115","1","1","1","0.15152"," [-0.30, 0.61]","0.650758081","0.515202664",NA,NA,NA,NA,NA
"FocalAnalysis_Step2_Individual_technique","Trauma reminder +  visual stimulation imagery","Immediate post","All","Intrusion-related distress",NA,"yes","114","1","1","1","-0.32057"," [-0.78, 0.14]","-1.379159947","0.167845444",NA,NA,NA,NA,NA
"FocalAnalysis_Step2_Individual_technique","Trauma reminder + d-corsi vs. Trauma reminder","Immediate post","All","Intrusion-related distress",NA,"yes","107","1","1","1","0.13008"," [-0.35, 0.61]","0.535755328","0.59212766",NA,NA,NA,NA,NA
"FocalAnalysis_Step2_Individual_technique","Trauma reminder + tetris vs. Trauma reminder","Immediate post","All","Intrusion-related distress",NA,"yes","167","2","2","2","0.272278088566183"," [-0.08, 0.62]","1.51784997161705","0.129052224223021","0.959450039482852","0.00000000000224541938591967","0.00000000000224541938591967","0.00000000695337736552925","0.327325478845811"
"FocalAnalysis_Step2_Individual_technique","Ve allocentric recognition memory task","Immediate post","All","Intrusion-related distress",NA,"yes","45","1","1","1","-0.34433"," [-1.07, 0.38]","-0.936070769","0.349236752",NA,NA,NA,NA,NA
"FocalAnalysis_Step2_Individual_technique","Ve egocentric recognition memory task","Immediate post","All","Intrusion-related distress",NA,"yes","45","1","1","1","0.3428"," [-0.38, 1.06]","0.931970639","0.351351699",NA,NA,NA,NA,NA
"FocalAnalysis_Step2_Individual_technique","Visual stimulation","Immediate post","All","Intrusion-related distress",NA,"yes","120","1","1","2","-0.096290945769877"," [-0.50, 0.31]","-0.465321677918697","0.641701112988208","1.70165286012319","0","0.0353142144101298","41.2336252406011","0.192071960851368"
"FocalAnalysis_Step2_Individual_technique","Visual stimulation imagery","Immediate post","All","Intrusion-related distress",NA,"yes","114","1","1","1","-0.23419"," [-0.69, 0.22]","-1.016986885","0.309159669",NA,NA,NA,NA,NA
"FocalAnalysis_Step2_Individual_technique","Writing-based rescripting","Immediate post","All","Intrusion-related distress",NA,"yes","119","1","1","1","0.54555"," [0.04, 1.05]","2.108947737","0.034949093",NA,NA,NA,NA,NA
"FocalAnalysis_Step2_Individual_technique","Conceptual processing","Peri","All","Intrusion-related distress",NA,"no","211","1","1","1","-0.28185"," [-0.75, 0.19]","-1.176054197","0.239573219",NA,NA,NA,NA,NA
"FocalAnalysis_Step2_Individual_technique","Contextual information","Peri","All","Intrusion-related distress",NA,"no","148","2","2","3","0.216895395093367"," [-0.32, 0.76]","0.785234935030515","0.432315836158593","3.23511535138351","0.0948657147622808","0.0000000000273970287978989","57.767569742071","0.198382622595486"
"FocalAnalysis_Step2_Individual_technique","Data-driven processing","Peri","All","Intrusion-related distress",NA,"no","211","1","1","1","-0.31231"," [-0.78, 0.16]","-1.301661945","0.193031974",NA,NA,NA,NA,NA
"FocalAnalysis_Step2_Individual_technique","Dissociation","Peri","All","Intrusion-related distress",NA,"no","111","2","2","3","-0.363084199759917"," [-0.74, 0.02]","-1.87505526118227","0.0607851215025227","1.20724159490129","0.00281627257099466","0","2.54389877976427","0.546828093491222"
"FocalAnalysis_Step2_Individual_technique","Emotional acceptance","Peri","All","Intrusion-related distress",NA,"no","145","2","2","3","-0.0246116018237668"," [-0.37, 0.32]","-0.140520552530545","0.888248715026499","1.1528862522829","0","0.000000000000457285390043689","0.00000000048818298845675","0.56189340036735"
"FocalAnalysis_Step2_Individual_technique","Emotional numbing","Peri","All","Intrusion-related distress",NA,"no","56","1","1","2","-0.170257957266532"," [-0.63, 0.29]","-0.730714228366988","0.464953722899515","0.00299198793516301","0","0.00000000000305270675206465","0.000000002811481628273","0.95637821264507"
"FocalAnalysis_Step2_Individual_technique","Emotional suppression","Peri","All","Intrusion-related distress",NA,"no","89","1","1","1","0.15268"," [-0.45, 0.76]","0.492466874","0.622389334",NA,NA,NA,NA,NA
"FocalAnalysis_Step2_Individual_technique","Finger tapping","Peri","All","Intrusion-related distress",NA,"no","51","1","1","1","0.0975"," [-0.58, 0.77]","0.284092508","0.776339488",NA,NA,NA,NA,NA
"FocalAnalysis_Step2_Individual_technique","Hyperventilation provocation test (hvpt)","Peri","All","Intrusion-related distress",NA,"no","65","1","1","1","0.42601"," [-0.18, 1.03]","1.380818509","0.167334771",NA,NA,NA,NA,NA
"FocalAnalysis_Step2_Individual_technique","Memorize numbers","Peri","All","Intrusion-related distress",NA,"no","65","1","1","1","-0.05932"," [-0.66, 0.54]","-0.194403734","0.845859767",NA,NA,NA,NA,NA
"FocalAnalysis_Step2_Individual_technique","Conceptual processing","Peri","All","Intrusion-related distress",NA,"yes","211","1","1","1","-0.28185"," [-0.75, 0.19]","-1.176054197","0.239573219",NA,NA,NA,NA,NA
"FocalAnalysis_Step2_Individual_technique","Contextual information","Peri","All","Intrusion-related distress",NA,"yes","148","2","2","3","0.216895395093367"," [-0.32, 0.76]","0.785234935030515","0.432315836158593","3.23511535138351","0.0948657147622808","0.0000000000273970287978989","57.767569742071","0.198382622595486"
"FocalAnalysis_Step2_Individual_technique","Data-driven processing","Peri","All","Intrusion-related distress",NA,"yes","211","1","1","1","-0.31231"," [-0.78, 0.16]","-1.301661945","0.193031974",NA,NA,NA,NA,NA
"FocalAnalysis_Step2_Individual_technique","Dissociation","Peri","All","Intrusion-related distress",NA,"yes","111","2","2","3","-0.363084199759917"," [-0.74, 0.02]","-1.87505526118227","0.0607851215025227","1.20724159490129","0.00281627257099466","0","2.54389877976427","0.546828093491222"
"FocalAnalysis_Step2_Individual_technique","Emotional acceptance","Peri","All","Intrusion-related distress",NA,"yes","145","2","2","3","-0.0246116018237668"," [-0.37, 0.32]","-0.140520552530545","0.888248715026499","1.1528862522829","0","0.000000000000457285390043689","0.00000000048818298845675","0.56189340036735"
"FocalAnalysis_Step2_Individual_technique","Emotional numbing","Peri","All","Intrusion-related distress",NA,"yes","56","1","1","2","-0.170257957266532"," [-0.63, 0.29]","-0.730714228366988","0.464953722899515","0.00299198793516301","0","0.00000000000305270675206465","0.000000002811481628273","0.95637821264507"
"FocalAnalysis_Step2_Individual_technique","Emotional suppression","Peri","All","Intrusion-related distress",NA,"yes","89","1","1","1","0.15268"," [-0.45, 0.76]","0.492466874","0.622389334",NA,NA,NA,NA,NA
"FocalAnalysis_Step2_Individual_technique","Finger tapping","Peri","All","Intrusion-related distress",NA,"yes","51","1","1","1","0.0975"," [-0.58, 0.77]","0.284092508","0.776339488",NA,NA,NA,NA,NA
"FocalAnalysis_Step2_Individual_technique","Hyperventilation provocation test (hvpt)","Peri","All","Intrusion-related distress",NA,"yes","65","1","1","1","0.42601"," [-0.18, 1.03]","1.380818509","0.167334771",NA,NA,NA,NA,NA
"FocalAnalysis_Step2_Individual_technique","Memorize numbers","Peri","All","Intrusion-related distress",NA,"yes","65","1","1","1","-0.05932"," [-0.66, 0.54]","-0.194403734","0.845859767",NA,NA,NA,NA,NA
"FocalAnalysis_Step2_Individual_technique","Anodal tdcs","Pre","All","Intrusion-related distress",NA,"no","118","1","1","1","-0.4689"," [-0.96, 0.02]","-1.862811348","0.062488813",NA,NA,NA,NA,NA
"FocalAnalysis_Step2_Individual_technique","Attachment priming","Pre","All","Intrusion-related distress",NA,"no","99","1","1","2","0.467307422885102"," [0.07, 0.87]","2.29228777801811","0.0218890426206535","0.209298087306837","0","0.00000000000547007658304386","0.00000000657816918126875","0.647318113017289"
"FocalAnalysis_Step2_Individual_technique","Cathodal tdcs","Pre","All","Intrusion-related distress",NA,"no","118","1","1","1","-0.16962"," [-0.67, 0.33]","-0.669840682","0.502959357",NA,NA,NA,NA,NA
"FocalAnalysis_Step2_Individual_technique","Cold vs. Warm water stress","Pre","All","Intrusion-related distress",NA,"no","63","1","1","2","-0.33107557511194"," [-0.68, 0.02]","-1.83973836997722","0.0658066574169461","0.0187244287478771","0","0.00000000000776777270932655","0.0000000119928558103983","0.89115945157213"
"FocalAnalysis_Step2_Individual_technique","Concrete processing","Pre","All","Intrusion-related distress",NA,"no","64","1","1","1","-0.04685"," [-0.54, 0.44]","-0.187278578","0.851442218",NA,NA,NA,NA,NA
"FocalAnalysis_Step2_Individual_technique","Losartan","Pre","All","Intrusion-related distress",NA,"no","40","1","1","1","0.30264"," [-0.32, 0.93]","0.951602031","0.341298851",NA,NA,NA,NA,NA
"FocalAnalysis_Step2_Individual_technique","Low vs. High resistance to proactive interference","Pre","All","Intrusion-related distress",NA,"no","54","1","1","1","-0.06479"," [-0.60, 0.47]","-0.237833474","0.812010255",NA,NA,NA,NA,NA
"FocalAnalysis_Step2_Individual_technique","Nicotine","Pre","All","Intrusion-related distress",NA,"no","54","1","1","1","0.25541"," [-0.31, 0.82]","0.888664037","0.374183665",NA,NA,NA,NA,NA
"FocalAnalysis_Step2_Individual_technique","Oxytocin","Pre","All","Intrusion-related distress",NA,"no","300","2","2","3","-0.0656620827845981"," [-0.29, 0.16]","-0.568098194674133","0.569968293559937","0.24588213742514","0.00000000000281402646582895","0.00000000000272494765087737","0.0000000102963759660672","0.884315774892391"
"FocalAnalysis_Step2_Individual_technique","Positive vs. Negative cbm training","Pre","All","Intrusion-related distress",NA,"no","147","3","3","5","0.647537105011306"," [0.38, 0.92]","4.6769446739546","0.00000291180776709443","0.148815871408344","0.00000000000574807143587441","0","0.00000000598366653149684","0.997365293615714"
"FocalAnalysis_Step2_Individual_technique","Sad induction","Pre","All","Intrusion-related distress",NA,"no","81","1","1","2","0.241063672927726"," [-0.13, 0.62]","1.25774257829502","0.208484868351245","0.000646947733768883","0","0.00000000000686586314128325","0.00000000934512473205611","0.979707860754121"
"FocalAnalysis_Step2_Individual_technique","Self efficacy","Pre","All","Intrusion-related distress",NA,"no","113","1","1","2","-0.133145104712025"," [-0.45, 0.19]","-0.814287140854277","0.415480474638576","0.0113614397905759","0","0.00000000000431394906337059","0.00000000806647169600337","0.915114208722901"
"FocalAnalysis_Step2_Individual_technique","Anodal tdcs","Pre","All","Intrusion-related distress",NA,"yes","118","1","1","1","-0.4689"," [-0.96, 0.02]","-1.862811348","0.062488813",NA,NA,NA,NA,NA
"FocalAnalysis_Step2_Individual_technique","Attachment priming","Pre","All","Intrusion-related distress",NA,"yes","99","1","1","2","0.467307422885102"," [0.07, 0.87]","2.29228777801811","0.0218890426206535","0.209298087306837","0","0.00000000000547007658304386","0.00000000657816918126875","0.647318113017289"
"FocalAnalysis_Step2_Individual_technique","Cathodal tdcs","Pre","All","Intrusion-related distress",NA,"yes","118","1","1","1","-0.16962"," [-0.67, 0.33]","-0.669840682","0.502959357",NA,NA,NA,NA,NA
"FocalAnalysis_Step2_Individual_technique","Cold vs. Warm water stress","Pre","All","Intrusion-related distress",NA,"yes","63","1","1","2","-0.33107557511194"," [-0.68, 0.02]","-1.83973836997722","0.0658066574169461","0.0187244287478771","0","0.00000000000776777270932655","0.0000000119928558103983","0.89115945157213"
"FocalAnalysis_Step2_Individual_technique","Concrete processing","Pre","All","Intrusion-related distress",NA,"yes","64","1","1","1","-0.04685"," [-0.54, 0.44]","-0.187278578","0.851442218",NA,NA,NA,NA,NA
"FocalAnalysis_Step2_Individual_technique","Losartan","Pre","All","Intrusion-related distress",NA,"yes","40","1","1","1","0.30264"," [-0.32, 0.93]","0.951602031","0.341298851",NA,NA,NA,NA,NA
"FocalAnalysis_Step2_Individual_technique","Low vs. High resistance to proactive interference","Pre","All","Intrusion-related distress",NA,"yes","54","1","1","1","-0.06479"," [-0.60, 0.47]","-0.237833474","0.812010255",NA,NA,NA,NA,NA
"FocalAnalysis_Step2_Individual_technique","Nicotine","Pre","All","Intrusion-related distress",NA,"yes","54","1","1","1","0.25541"," [-0.31, 0.82]","0.888664037","0.374183665",NA,NA,NA,NA,NA
"FocalAnalysis_Step2_Individual_technique","Oxytocin","Pre","All","Intrusion-related distress",NA,"yes","300","2","2","3","-0.0656620827845981"," [-0.29, 0.16]","-0.568098194674133","0.569968293559937","0.24588213742514","0.00000000000281402646582895","0.00000000000272494765087737","0.0000000102963759660672","0.884315774892391"
"FocalAnalysis_Step2_Individual_technique","Positive vs. Negative cbm training","Pre","All","Intrusion-related distress",NA,"yes","147","3","3","5","0.647537105011306"," [0.38, 0.92]","4.6769446739546","0.00000291180776709443","0.148815871408344","0.00000000000574807143587441","0","0.00000000598366653149684","0.997365293615714"
"FocalAnalysis_Step2_Individual_technique","Sad induction","Pre","All","Intrusion-related distress",NA,"yes","81","1","1","2","0.241063672927726"," [-0.13, 0.62]","1.25774257829502","0.208484868351245","0.000646947733768883","0","0.00000000000686586314128325","0.00000000934512473205611","0.979707860754121"
