Analysis,Individual Technique Name,Time of Administration,Prediction,Outcome,Suboutcome,OutlierRemove,N,j,n,k,Hedgesg,CI,z,p,Q,tau2.studylevel,tau2.outcomelevel,I2,Q.pval
Individual Technique,Memory test,Immediate post,All,Intrusion frequency,Intrusion diary,yes,52,1,1,1,0.35993," [-0.03, 0.75]",1.820611417,0.068665946,NA,NA,NA,NA,NA
Individual Technique,Mindfulness vs. Muscle relaxation,Immediate post,All,Intrusion frequency,Intrusion diary,yes,60,1,1,1,-0.16979," [-0.71, 0.37]",-0.616842451,0.537338649,NA,NA,NA,NA,NA
Individual Technique,Negative expectation towards intrusion,Immediate post,All,Intrusion frequency,Intrusion diary,yes,89,1,1,1,0.20386," [-0.28, 0.69]",0.819577617,0.412456938,NA,NA,NA,NA,NA
Individual Technique,Negative feedback,Immediate post,All,Intrusion frequency,Intrusion diary,yes,72,1,1,2,0.321334425," [-0.08, 0.72]",1.561503183,0.118405073,0.651066547,0,4.10114E-13,4.84139E-10,0.419731619
Individual Technique,Negative social reappraisal,Immediate post,All,Intrusion frequency,Intrusion diary,yes,181,1,1,1,0.66088," [0.28, 1.04]",3.435098584,0.000592338,NA,NA,NA,NA,NA
Individual Technique,Neutral attention walk,Immediate post,All,Intrusion frequency,Intrusion diary,yes,60,1,1,1,-0.43382," [-0.95, 0.08]",-1.66075263,0.096763138,NA,NA,NA,NA,NA
Individual Technique,Nitrous oxide,Immediate post,All,Intrusion frequency,Intrusion diary,yes,50,1,1,1,-0.0884," [-0.64, 0.47]",-0.312383475,0.754749107,NA,NA,NA,NA,NA
Individual Technique,Number counting,Immediate post,All,Intrusion frequency,Intrusion diary,yes,101,2,2,7,0.305175103," [-0.29, 0.90]",1.010507935,0.312252,7.238014935,0.120883921,2.05499E-10,39.83077224,0.299395632
Individual Technique,Observer perspective recall,Immediate post,All,Intrusion frequency,Intrusion diary,yes,85,1,1,1,-0.00874," [-0.55, 0.53]",-0.031804633,0.974627852,NA,NA,NA,NA,NA
Individual Technique,Oxytocin,Immediate post,All,Intrusion frequency,Intrusion diary,yes,202,1,1,1,0.12619," [-0.15, 0.40]",0.895855348,0.370330025,NA,NA,NA,NA,NA
Individual Technique,Past vs. Now verbal training,Immediate post,All,Intrusion frequency,Intrusion diary,yes,96,1,1,3,0.008521766," [-0.15, 0.17]",0.102253019,0.918555845,0.264002433,0,3.40955E-12,1.63632E-08,0.876339929
Individual Technique,Positive expectation towards intrusion,Immediate post,All,Intrusion frequency,Intrusion diary,yes,89,1,1,1,0.56996," [0.03, 1.11]",2.083698566,0.037187595,NA,NA,NA,NA,NA
Individual Technique,Positive social reappraisal,Immediate post,All,Intrusion frequency,Intrusion diary,yes,181,1,1,1,0.1337," [-0.24, 0.50]",0.706659031,0.479778395,NA,NA,NA,NA,NA
Individual Technique,Positive vs. Negative cbm training,Immediate post,All,Intrusion frequency,Intrusion diary,yes,341,3,3,4,0.158839047," [-0.12, 0.44]",1.102590447,0.270205061,4.467560302,0.021347371,0.004575782,35.31553519,0.21520215
Individual Technique,Propranolol,Immediate post,All,Intrusion frequency,Intrusion diary,yes,88,1,1,1,0.44628," [-0.07, 0.96]",1.692787332,0.090495955,NA,NA,NA,NA,NA
Individual Technique,Prosocial behavior,Immediate post,All,Intrusion frequency,Intrusion diary,yes,180,1,2,2,0.483155409," [0.19, 0.78]",3.194244596,0.001401973,0.138904748,7.20843E-12,7.20843E-12,3.15054E-08,0.709372278
Individual Technique,Self efficacy,Immediate post,All,Intrusion frequency,Intrusion diary,yes,74,1,1,2,0.242808861," [-0.31, 0.80]",0.859518159,0.390054706,1.858396277,0,0.073774791,46.19013732,0.172810007
Individual Technique,Sleep,Immediate post,All,Intrusion frequency,Intrusion diary,yes,477,7,7,7,0.271009233," [0.07, 0.47]",2.680520934,0.007350767,7.432956605,0.001363297,0.001363297,3.778311961,0.282654996
Individual Technique,Social comparison,Immediate post,All,Intrusion frequency,Intrusion diary,yes,120,1,1,9,0.34014783," [0.17, 0.51]",3.915944059,9.00511E-05,4.34229551,0,4.13171E-12,6.08431E-09,0.824995743
Individual Technique,Social support,Immediate post,All,Intrusion frequency,Intrusion diary,yes,81,1,1,1,-0.19269," [-0.74, 0.36]",-0.685251018,0.493185535,NA,NA,NA,NA,NA
Individual Technique,Tetris,Immediate post,All,Intrusion frequency,Intrusion diary,yes,71,1,1,1,0.07006," [-0.50, 0.64]",0.240024597,0.810311189,NA,NA,NA,NA,NA
Individual Technique,Therapy dog interaction,Immediate post,All,Intrusion frequency,Intrusion diary,yes,60,1,1,1,-0.4555," [-1.08, 0.17]",-1.422081482,0.155002598,NA,NA,NA,NA,NA
Individual Technique,Thought suppression,Immediate post,All,Intrusion frequency,Intrusion diary,yes,200,2,2,2,0.044297991," [-0.37, 0.46]",0.207531742,0.835594606,0.368950795,1.6929E-13,1.6929E-13,3.68562E-10,0.543576731
Individual Technique,Threat attention walk,Immediate post,All,Intrusion frequency,Intrusion diary,yes,60,1,1,1,0.06829," [-0.44, 0.57]",0.264402593,0.791469714,NA,NA,NA,NA,NA
Individual Technique,Threat vs. Neutral attention walk,Immediate post,All,Intrusion frequency,Intrusion diary,yes,60,1,1,1,-0.50684," [-1.02, 0.01]",-1.932209741,0.053333623,NA,NA,NA,NA,NA
Individual Technique,Trauma re-exposure,Immediate post,All,Intrusion frequency,Intrusion diary,yes,115,1,1,1,-0.04336," [-0.49, 0.40]",-0.191189418,0.848377194,NA,NA,NA,NA,NA
Individual Technique,Trauma re-exposure + verbal update,Immediate post,All,Intrusion frequency,Intrusion diary,yes,115,1,1,1,0.49956," [0.04, 0.96]",2.115937217,0.034350148,NA,NA,NA,NA,NA
Individual Technique,Trauma reminder +  visual stimulation imagery,Immediate post,All,Intrusion frequency,Intrusion diary,yes,114,1,1,3,-0.463450307," [-0.73, -0.20]",-3.426527812,0.000611351,0.87293407,0,6.43979E-12,1.17332E-08,0.646315803
Individual Technique,Trauma reminder + d-corsi vs. Trauma reminder,Immediate post,All,Intrusion frequency,Intrusion diary,yes,107,1,1,1,0.02045," [-0.45, 0.50]",0.084298353,0.932819222,NA,NA,NA,NA,NA
Individual Technique,Trauma reminder + finger tapping,Immediate post,All,Intrusion frequency,Intrusion diary,yes,75,1,1,1,0.57235," [0.01, 1.14]",1.983361627,0.04732705,NA,NA,NA,NA,NA
Individual Technique,Trauma reminder + imagery rescripting vs. Trauma reminder,Immediate post,All,Intrusion frequency,Intrusion diary,yes,60,1,1,1,0.44729," [-0.18, 1.07]",1.397101395,0.162383082,NA,NA,NA,NA,NA
Individual Technique,Trauma reminder + number counting,Immediate post,All,Intrusion frequency,Intrusion diary,yes,75,1,1,1,-0.39497," [-0.95, 0.16]",-1.38302333,0.166657712,NA,NA,NA,NA,NA
Individual Technique,Trauma reminder + pub quiz,Immediate post,All,Intrusion frequency,Intrusion diary,yes,135,1,2,2,-0.355727849," [-0.84, 0.12]",-1.454622039,0.145773926,1.331456965,0.015087093,0.015087092,24.89430554,0.248546188
Individual Technique,Trauma reminder + tetris vs. Trauma reminder,Immediate post,All,Intrusion frequency,Intrusion diary,yes,484,7,8,8,0.643876424," [0.44, 0.85]",6.101397118,1.05145E-09,4.291287257,3.12722E-12,3.12722E-12,6.96384E-09,0.745681828
Individual Technique,Trauma reminder + traumagameplay1,Immediate post,All,Intrusion frequency,Intrusion diary,yes,92,1,1,4,0.062128428," [-0.19, 0.31]",0.484920074,0.627733042,0.273098105,0,6.75787E-12,1.02922E-08,0.965005961
Individual Technique,Traumagameplay2,Immediate post,All,Intrusion frequency,Intrusion diary,yes,120,1,1,2,0.199282866," [-0.16, 0.56]",1.088680046,0.276295004,0.073435978,0,5.16436E-12,7.70627E-09,0.786398159
Individual Technique,Unsupportive social interaction,Immediate post,All,Intrusion frequency,Intrusion diary,yes,81,1,1,1,-0.23374," [-0.77, 0.30]",-0.850617165,0.394982051,NA,NA,NA,NA,NA
Individual Technique,Ve allocentric recognition memory task,Immediate post,All,Intrusion frequency,Intrusion diary,yes,45,1,1,3,-0.286917258," [-1.10, 0.53]",-0.689033598,0.490802124,7.433656425,0,0.3797117,72.99676525,0.024310955
Individual Technique,Ve egocentric recognition memory task,Immediate post,All,Intrusion frequency,Intrusion diary,yes,45,1,1,3,-0.101002145," [-1.04, 0.84]",-0.211164944,0.832758564,9.63323696,0,0.54518426,79.43615357,0.008094111
Individual Technique,Visual stimulation,Immediate post,All,Intrusion frequency,Intrusion diary,yes,120,1,1,6,-0.115583083," [-0.30, 0.06]",-1.262313023,0.206836172,4.169968723,0,8.46775E-12,1.68329E-08,0.525213322
Individual Technique,Visual stimulation imagery,Immediate post,All,Intrusion frequency,Intrusion diary,yes,114,1,1,3,-0.298261701," [-0.56, -0.04]",-2.238575713,0.025183536,0.03213154,0,6.00134E-12,1.12687E-08,0.984062596
Individual Technique,Wakeful rest,Immediate post,All,Intrusion frequency,Intrusion diary,yes,85,1,2,2,0.38163578," [-0.03, 0.79]",1.81565489,0.069423328,1.299946564,0.011295989,0.011295989,23.07376255,0.254222985
Individual Technique,Writing-based rescripting,Immediate post,All,Intrusion frequency,Intrusion diary,yes,119,1,1,1,0.75715," [0.24, 1.27]",2.879517785,0.003982838,NA,NA,NA,NA,NA
Individual Technique,Social support,Peri + immediate post,All,Intrusion frequency,Intrusion diary,no,67,1,1,1,-0.51207," [-1.00, -0.02]",-2.06021246,0.039378234,NA,NA,NA,NA,NA
Individual Technique,Social support,Peri + immediate post,All,Intrusion frequency,Intrusion diary,yes,67,1,1,1,-0.51207," [-1.00, -0.02]",-2.06021246,0.039378234,NA,NA,NA,NA,NA
Individual Technique,Behavioral control,Peri,All,Intrusion frequency,Intrusion diary,no,64,1,1,1,0," [-0.49, 0.49]",0,1,NA,NA,NA,NA,NA
Individual Technique,Chewing gum,Peri,All,Intrusion frequency,Intrusion diary,no,54,1,1,1,0.45207," [-0.19, 1.10]",1.375898002,0.168853214,NA,NA,NA,NA,NA
Individual Technique,Clay modeling,Peri,All,Intrusion frequency,Intrusion diary,no,106,2,2,2,0.773219364," [0.36, 1.19]",3.631424745,0.000281861,0.319537275,1.66751E-12,1.66751E-12,3.55943E-09,0.571885858
Individual Technique,Conceptual processing,Peri,All,Intrusion frequency,Intrusion diary,no,211,1,1,1,-0.10651," [-0.57, 0.36]",-0.44632334,0.655363699,NA,NA,NA,NA,NA
Individual Technique,Concrete processing vs. Film-related rumination,Peri,All,Intrusion frequency,Intrusion diary,no,50,1,1,1,0.57629," [0.01, 1.14]",1.996468074,0.045882998,NA,NA,NA,NA,NA
Individual Technique,Contextual information,Peri,All,Intrusion frequency,Intrusion diary,no,244,4,4,6,-0.252958905," [-0.54, 0.04]",-1.699496485,0.089225676,6.419604726,0.026345499,3.00002E-11,23.1490089,0.267502686
Individual Technique,Data-driven processing,Peri,All,Intrusion frequency,Intrusion diary,no,211,1,1,1,0.03649," [-0.43, 0.50]",0.153014002,0.878387234,NA,NA,NA,NA,NA
Individual Technique,Dissociation,Peri,All,Intrusion frequency,Intrusion diary,no,128,3,3,4,-0.010154878," [-0.61, 0.59]",-0.033289345,0.973443851,6.648693802,0.185756609,1.03113E-10,62.57847182,0.083979274
Individual Technique,Emotional acceptance,Peri,All,Intrusion frequency,Intrusion diary,no,145,2,2,2,0.330579907," [-0.07, 0.73]",1.616312107,0.106026851,0.113328238,3.66627E-12,3.66627E-12,8.37382E-09,0.73638634
Individual Technique,Emotional numbing,Peri,All,Intrusion frequency,Intrusion diary,no,56,1,1,1,0.22787," [-0.42, 0.87]",0.690557735,0.489843516,NA,NA,NA,NA,NA
Individual Technique,Emotional suppression,Peri,All,Intrusion frequency,Intrusion diary,no,171,2,2,2,0.151635137," [-0.32, 0.63]",0.626737768,0.530831143,1.920604952,0.028393758,0.028393758,47.93307188,0.165789986
Individual Technique,Finger tapping,Peri,All,Intrusion frequency,Intrusion diary,no,360,6,7,12,0.571587344," [0.31, 0.84]",4.248332277,2.15368E-05,13.50625825,0.051774321,9.81363E-11,31.44199138,0.261527147
Individual Technique,Number counting,Peri,All,Intrusion frequency,Intrusion diary,no,396,6,7,10,-0.165555222," [-0.62, 0.29]",-0.714004593,0.475224339,30.94877306,0.254465218,0.04811014,75.76654573,0.000302082
Individual Technique,Verbalization during encoding,Peri,All,Intrusion frequency,Intrusion diary,no,136,2,2,2,-0.119703749," [-0.96, 0.72]",-0.278617339,0.780538505,3.887878278,0.137188658,0.137188658,74.27903015,0.04863583
Individual Technique,Behavioral control,Peri,All,Intrusion frequency,Intrusion diary,yes,64,1,1,1,0," [-0.49, 0.49]",0,1,NA,NA,NA,NA,NA
Individual Technique,Chewing gum,Peri,All,Intrusion frequency,Intrusion diary,yes,54,1,1,1,0.45207," [-0.19, 1.10]",1.375898002,0.168853214,NA,NA,NA,NA,NA
Individual Technique,Clay modeling,Peri,All,Intrusion frequency,Intrusion diary,yes,106,2,2,2,0.773219364," [0.36, 1.19]",3.631424745,0.000281861,0.319537275,1.66751E-12,1.66751E-12,3.55943E-09,0.571885858
Individual Technique,Conceptual processing,Peri,All,Intrusion frequency,Intrusion diary,yes,211,1,1,1,-0.10651," [-0.57, 0.36]",-0.44632334,0.655363699,NA,NA,NA,NA,NA
Individual Technique,Concrete processing vs. Film-related rumination,Peri,All,Intrusion frequency,Intrusion diary,yes,50,1,1,1,0.57629," [0.01, 1.14]",1.996468074,0.045882998,NA,NA,NA,NA,NA
Individual Technique,Contextual information,Peri,All,Intrusion frequency,Intrusion diary,yes,244,4,4,6,-0.252958905," [-0.54, 0.04]",-1.699496485,0.089225676,6.419604726,0.026345499,3.00002E-11,23.1490089,0.267502686
Individual Technique,Data-driven processing,Peri,All,Intrusion frequency,Intrusion diary,yes,211,1,1,1,0.03649," [-0.43, 0.50]",0.153014002,0.878387234,NA,NA,NA,NA,NA
Individual Technique,Dissociation,Peri,All,Intrusion frequency,Intrusion diary,yes,128,3,3,4,-0.010154878," [-0.61, 0.59]",-0.033289345,0.973443851,6.648693802,0.185756609,1.03113E-10,62.57847182,0.083979274
Individual Technique,Emotional acceptance,Peri,All,Intrusion frequency,Intrusion diary,yes,145,2,2,2,0.330579907," [-0.07, 0.73]",1.616312107,0.106026851,0.113328238,3.66627E-12,3.66627E-12,8.37382E-09,0.73638634
Individual Technique,Emotional numbing,Peri,All,Intrusion frequency,Intrusion diary,yes,56,1,1,1,0.22787," [-0.42, 0.87]",0.690557735,0.489843516,NA,NA,NA,NA,NA
Individual Technique,Emotional suppression,Peri,All,Intrusion frequency,Intrusion diary,yes,171,2,2,2,0.151635137," [-0.32, 0.63]",0.626737768,0.530831143,1.920604952,0.028393758,0.028393758,47.93307188,0.165789986
Individual Technique,Finger tapping,Peri,All,Intrusion frequency,Intrusion diary,yes,360,6,7,11,0.531884058," [0.28, 0.78]",4.157996996,3.2105E-05,10.44002212,0.038580299,1.12804E-10,26.17763582,0.402772679
Individual Technique,Number counting,Peri,All,Intrusion frequency,Intrusion diary,yes,298,5,5,8,0.097617441," [-0.31, 0.50]",0.474950117,0.634822529,16.17570918,0.122923628,0.027347183,61.44683075,0.023558652
Individual Technique,Verbalization during encoding,Peri,All,Intrusion frequency,Intrusion diary,yes,136,2,2,2,-0.119703749," [-0.96, 0.72]",-0.278617339,0.780538505,3.887878278,0.137188658,0.137188658,74.27903015,0.04863583
Individual Technique,Guilt induction,Pre + peri,All,Intrusion frequency,Intrusion diary,no,108,1,1,2,-0.235563401," [-0.57, 0.10]",-1.384724714,0.166136659,0.443732613,0,5.45931E-12,9.38914E-09,0.505326362
Individual Technique,Guilt induction,Pre + peri,All,Intrusion frequency,Intrusion diary,yes,108,1,1,2,-0.235563401," [-0.57, 0.10]",-1.384724714,0.166136659,0.443732613,0,5.45931E-12,9.38914E-09,0.505326362
Individual Technique,Cold vs. Warm water stress,Pre,All,Intrusion frequency,Intrusion diary,no,63,1,1,1,-0.186," [-0.68, 0.31]",-0.734248503,0.462797297,NA,NA,NA,NA,NA
Individual Technique,Concrete processing,Pre,All,Intrusion frequency,Intrusion diary,no,64,1,1,1,0.61403," [0.11, 1.12]",2.399106163,0.016435149,NA,NA,NA,NA,NA
Individual Technique,Contextual information,Pre,All,Intrusion frequency,Intrusion diary,no,80,1,2,2,-0.401724748," [-0.71, -0.09]",-2.513517335,0.01195339,0.502648885,5.29473E-12,5.29473E-12,2.0725E-08,0.478338532
Individual Technique,High dose alcohol,Pre,All,Intrusion frequency,Intrusion diary,no,194,3,3,3,-0.221781665," [-0.74, 0.30]",-0.835183643,0.403614318,4.173812999,0.055274593,0.055274594,52.1630649,0.124070354
Individual Technique,Losartan,Pre,All,Intrusion frequency,Intrusion diary,no,40,1,1,1,-0.22988," [-0.85, 0.39]",-0.724546545,0.468730263,NA,NA,NA,NA,NA
Individual Technique,Low dose alcohol,Pre,All,Intrusion frequency,Intrusion diary,no,194,3,3,3,-0.493918754," [-1.01, 0.03]",-1.858685112,0.063071785,4.067224984,0.054001723,0.054001723,50.79698819,0.130861929
Individual Technique,Low vs. High alcohol,Pre,All,Intrusion frequency,Intrusion diary,no,96,2,2,2,-0.745388273," [-1.25, -0.24]",-2.877587368,0.004007289,0.487795876,3.57646E-12,3.57646E-12,5.32489E-09,0.484912164
Individual Technique,Low vs. High resistance to proactive interference,Pre,All,Intrusion frequency,Intrusion diary,no,54,1,1,1,0.146," [-0.39, 0.68]",0.535365962,0.592396822,NA,NA,NA,NA,NA
Individual Technique,Nicotine,Pre,All,Intrusion frequency,Intrusion diary,no,54,1,1,1,-0.31786," [-0.85, 0.22]",-1.160590683,0.245808396,NA,NA,NA,NA,NA
Individual Technique,Oxytocin,Pre,All,Intrusion frequency,Intrusion diary,no,201,1,1,1,-0.29668," [-0.57, -0.02]",-2.090380707,0.036583615,NA,NA,NA,NA,NA
Individual Technique,Positive vs. Negative cbm training,Pre,All,Intrusion frequency,Intrusion diary,no,147,3,3,4,0.298333586," [-0.28, 0.88]",1.008783793,0.313078335,8.377218224,0.194267704,3.14802E-11,69.38901678,0.03882631
Individual Technique,Self efficacy,Pre,All,Intrusion frequency,Intrusion diary,no,175,2,2,4,0.083280234," [-0.29, 0.46]",0.436119899,0.66274974,4.278034263,0.030417494,0.013036539,38.0014792,0.232964378
Individual Technique,Tetris,Pre,All,Intrusion frequency,Intrusion diary,no,56,1,1,1,0.25857," [-0.27, 0.78]",0.963461313,0.33531607,NA,NA,NA,NA,NA
Individual Technique,Cold vs. Warm water stress,Pre,All,Intrusion frequency,Intrusion diary,yes,63,1,1,1,-0.186," [-0.68, 0.31]",-0.734248503,0.462797297,NA,NA,NA,NA,NA
Individual Technique,Concrete processing,Pre,All,Intrusion frequency,Intrusion diary,yes,64,1,1,1,0.61403," [0.11, 1.12]",2.399106163,0.016435149,NA,NA,NA,NA,NA
Individual Technique,Contextual information,Pre,All,Intrusion frequency,Intrusion diary,yes,80,1,2,2,-0.401724748," [-0.71, -0.09]",-2.513517335,0.01195339,0.502648885,5.29473E-12,5.29473E-12,2.0725E-08,0.478338532
Individual Technique,High dose alcohol,Pre,All,Intrusion frequency,Intrusion diary,yes,194,3,3,3,-0.221781665," [-0.74, 0.30]",-0.835183643,0.403614318,4.173812999,0.055274593,0.055274594,52.1630649,0.124070354
Individual Technique,Losartan,Pre,All,Intrusion frequency,Intrusion diary,yes,40,1,1,1,-0.22988," [-0.85, 0.39]",-0.724546545,0.468730263,NA,NA,NA,NA,NA
Individual Technique,Low dose alcohol,Pre,All,Intrusion frequency,Intrusion diary,yes,194,3,3,3,-0.493918754," [-1.01, 0.03]",-1.858685112,0.063071785,4.067224984,0.054001723,0.054001723,50.79698819,0.130861929
Individual Technique,Low vs. High alcohol,Pre,All,Intrusion frequency,Intrusion diary,yes,48,1,1,1,-0.57011," [-1.28, 0.14]",-1.580720422,0.113941977,NA,NA,NA,NA,NA
Individual Technique,Low vs. High resistance to proactive interference,Pre,All,Intrusion frequency,Intrusion diary,yes,54,1,1,1,0.146," [-0.39, 0.68]",0.535365962,0.592396822,NA,NA,NA,NA,NA
Individual Technique,Nicotine,Pre,All,Intrusion frequency,Intrusion diary,yes,54,1,1,1,-0.31786," [-0.85, 0.22]",-1.160590683,0.245808396,NA,NA,NA,NA,NA
Individual Technique,Oxytocin,Pre,All,Intrusion frequency,Intrusion diary,yes,201,1,1,1,-0.29668," [-0.57, -0.02]",-2.090380707,0.036583615,NA,NA,NA,NA,NA
Individual Technique,Positive vs. Negative cbm training,Pre,All,Intrusion frequency,Intrusion diary,yes,147,3,3,4,0.298333586," [-0.28, 0.88]",1.008783793,0.313078335,8.377218224,0.194267704,3.14802E-11,69.38901678,0.03882631
Individual Technique,Self efficacy,Pre,All,Intrusion frequency,Intrusion diary,yes,175,2,2,4,0.083280234," [-0.29, 0.46]",0.436119899,0.66274974,4.278034263,0.030417494,0.013036539,38.0014792,0.232964378
Individual Technique,Tetris,Pre,All,Intrusion frequency,Intrusion diary,yes,56,1,1,1,0.25857," [-0.27, 0.78]",0.963461313,0.33531607,NA,NA,NA,NA,NA
Individual Technique,Hydrocortisone,Delayed post,All,Intrusion frequency,Lab-based intrusion monitoring task,no,65,1,1,1,-0.11307," [-0.60, 0.37]",-0.455378103,0.648837246,NA,NA,NA,NA,NA
Individual Technique,Sleep-directed hypnosis,Delayed post,All,Intrusion frequency,Lab-based intrusion monitoring task,no,181,1,1,1,0.08144," [-0.21, 0.37]",0.547365385,0.584127732,NA,NA,NA,NA,NA
Individual Technique,Tetris,Delayed post,All,Intrusion frequency,Lab-based intrusion monitoring task,no,72,1,1,1,0.11418," [-0.54, 0.77]",0.342258568,0.732156313,NA,NA,NA,NA,NA
Individual Technique,Tetris + trauma reminder,Delayed post,All,Intrusion frequency,Lab-based intrusion monitoring task,no,149,1,1,1,0.05258," [-0.40, 0.50]",0.229069787,0.818814676,NA,NA,NA,NA,NA
Individual Technique,Trauma reminder,Delayed post,All,Intrusion frequency,Lab-based intrusion monitoring task,no,72,1,1,1,-0.31187," [-0.97, 0.35]",-0.929965409,0.352388995,NA,NA,NA,NA,NA
Individual Technique,Trauma reminder + break + tetris,Delayed post,All,Intrusion frequency,Lab-based intrusion monitoring task,no,149,1,1,1,-0.06183," [-0.51, 0.39]",-0.271019315,0.786376177,NA,NA,NA,NA,NA
Individual Technique,Trauma reminder + tetris,Delayed post,All,Intrusion frequency,Lab-based intrusion monitoring task,no,273,2,3,3,0.699899891," [0.09, 1.31]",2.256236199,0.024055843,7.178303891,0.100639265,0.100639265,70.11956319,0.027621745
Individual Technique,Hydrocortisone,Delayed post,All,Intrusion frequency,Lab-based intrusion monitoring task,yes,65,1,1,1,-0.11307," [-0.60, 0.37]",-0.455378103,0.648837246,NA,NA,NA,NA,NA
Individual Technique,Sleep-directed hypnosis,Delayed post,All,Intrusion frequency,Lab-based intrusion monitoring task,yes,181,1,1,1,0.08144," [-0.21, 0.37]",0.547365385,0.584127732,NA,NA,NA,NA,NA
Individual Technique,Tetris,Delayed post,All,Intrusion frequency,Lab-based intrusion monitoring task,yes,72,1,1,1,0.11418," [-0.54, 0.77]",0.342258568,0.732156313,NA,NA,NA,NA,NA
Individual Technique,Tetris + trauma reminder,Delayed post,All,Intrusion frequency,Lab-based intrusion monitoring task,yes,149,1,1,1,0.05258," [-0.40, 0.50]",0.229069787,0.818814676,NA,NA,NA,NA,NA
Individual Technique,Trauma reminder,Delayed post,All,Intrusion frequency,Lab-based intrusion monitoring task,yes,72,1,1,1,-0.31187," [-0.97, 0.35]",-0.929965409,0.352388995,NA,NA,NA,NA,NA
Individual Technique,Trauma reminder + break + tetris,Delayed post,All,Intrusion frequency,Lab-based intrusion monitoring task,yes,149,1,1,1,-0.06183," [-0.51, 0.39]",-0.271019315,0.786376177,NA,NA,NA,NA,NA
Individual Technique,Trauma reminder + tetris,Delayed post,All,Intrusion frequency,Lab-based intrusion monitoring task,yes,273,2,3,3,0.699899891," [0.09, 1.31]",2.256236199,0.024055843,7.178303891,0.100639265,0.100639265,70.11956319,0.027621745
Individual Technique,Attentional bias modification,Immediate post,All,Intrusion frequency,Lab-based intrusion monitoring task,no,45,1,1,1,0.82222," [0.21, 1.43]",2.647589922,0.00810678,NA,NA,NA,NA,NA
Individual Technique,Block rehearsal + thought suppression,Immediate post,All,Intrusion frequency,Lab-based intrusion monitoring task,no,120,1,1,2,0.062444038," [-0.34, 0.46]",0.305817302,0.759743754,0.016357696,0,6.53364E-12,7.83551E-09,0.898230321
Individual Technique,Challenged vs. Unchallenged memory,Immediate post,All,Intrusion frequency,Lab-based intrusion monitoring task,no,61,1,1,1,0.75625," [0.38, 1.13]",3.968076818,7.2455E-05,NA,NA,NA,NA,NA
Individual Technique,Film-related rumination,Immediate post,All,Intrusion frequency,Lab-based intrusion monitoring task,no,116,1,2,6,0.049370597," [-0.16, 0.26]",0.45869945,0.646450009,4.983194586,0,6.08338E-11,8.75167E-08,0.41793459
Individual Technique,Hyperventilation provocation + thought suppression,Immediate post,All,Intrusion frequency,Lab-based intrusion monitoring task,no,120,1,1,2,-0.25485232," [-0.66, 0.15]",-1.24208337,0.214205804,0.436857298,0,2.94657E-12,3.49929E-09,0.508643217
Individual Technique,Imagery re-experience,Immediate post,All,Intrusion frequency,Lab-based intrusion monitoring task,no,149,1,1,1,-0.10385," [-0.72, 0.51]",-0.332842989,0.739252806,NA,NA,NA,NA,NA
Individual Technique,Memorize numbers,Immediate post,All,Intrusion frequency,Lab-based intrusion monitoring task,no,80,1,1,2,-0.126865885," [-0.57, 0.31]",-0.565899357,0.571462199,0.506014238,0,7.21332E-13,7.176E-10,0.476869371
Individual Technique,Memorize numbers + thought suppression,Immediate post,All,Intrusion frequency,Lab-based intrusion monitoring task,no,200,2,2,4,0.256428121," [-0.04, 0.55]",1.692199088,0.09060802,0.755179281,5.48706E-12,0,5.95879E-09,0.860154711
Individual Technique,Mindfulness vs. Muscle relaxation,Immediate post,All,Intrusion frequency,Lab-based intrusion monitoring task,no,60,1,1,2,-0.079849944," [-0.46, 0.30]",-0.410798945,0.681219967,0.012474667,0,5.05759E-12,6.69303E-09,0.91106917
Individual Technique,Negative expectation towards intrusion,Immediate post,All,Intrusion frequency,Lab-based intrusion monitoring task,no,89,1,1,1,0.05377," [-0.43, 0.54]",0.216688952,0.828450758,NA,NA,NA,NA,NA
Individual Technique,Positive expectation towards intrusion,Immediate post,All,Intrusion frequency,Lab-based intrusion monitoring task,no,89,1,1,1,0.22186," [-0.31, 0.75]",0.824524936,0.409641353,NA,NA,NA,NA,NA
Individual Technique,Prosocial behavior,Immediate post,All,Intrusion frequency,Lab-based intrusion monitoring task,no,90,1,1,1,0.52366," [0.09, 0.96]",2.358946956,0.018326875,NA,NA,NA,NA,NA
Individual Technique,Rem sleep,Immediate post,All,Intrusion frequency,Lab-based intrusion monitoring task,no,41,1,1,1,0.50993," [-0.11, 1.13]",1.606207694,0.108228283,NA,NA,NA,NA,NA
Individual Technique,Sad induction,Immediate post,All,Intrusion frequency,Lab-based intrusion monitoring task,no,81,1,1,2,0.02096731," [-0.35, 0.40]",0.109770478,0.912591405,0.058755379,0,5.23128E-12,7.16908E-09,0.80847404
Individual Technique,Self efficacy,Immediate post,All,Intrusion frequency,Lab-based intrusion monitoring task,no,74,1,1,2,-0.095817892," [-0.50, 0.31]",-0.466032537,0.641192211,0.322131766,0,4.02584E-12,4.75755E-09,0.570329339
Individual Technique,Sleep,Immediate post,All,Intrusion frequency,Lab-based intrusion monitoring task,no,135,2,2,2,0.237056216," [-0.10, 0.58]",1.361403162,0.173386318,0.124041432,3.32185E-12,3.32544E-12,1.07911E-08,0.724691905
